game,game_time,blue_team,blue_team_dragons,blue_team_gold,blue_team_inhibitors,blue_team_barons,blue_team_towers,blue_team_kills,blue_team_top,blue_team_top_kills,blue_team_top_deaths,blue_team_top_assists,blue_team_top_cs,blue_team_top_gold,blue_team_jungle,blue_team_jungle_kills,blue_team_jungle_deaths,blue_team_jungle_assists,blue_team_jungle_cs,blue_team_jungle_gold,blue_team_mid,blue_team_mid_kills,blue_team_mid_deaths,blue_team_mid_assists,blue_team_mid_cs,blue_team_mid_gold,blue_team_bottom,blue_team_bottom_kills,blue_team_bottom_deaths,blue_team_bottom_assists,blue_team_bottom_cs,blue_team_bottom_gold,blue_team_support,blue_team_support_kills,blue_team_support_deaths,blue_team_support_assists,blue_team_support_cs,blue_team_support_gold,red_team,red_team_dragons,red_team_gold,red_team_inhibitors,red_team_barons,red_team_towers,red_team_kills,red_team_top,red_team_top_kills,red_team_top_deaths,red_team_top_assists,red_team_top_cs,red_team_top_gold,red_team_jungle,red_team_jungle_kills,red_team_jungle_deaths,red_team_jungle_assists,red_team_jungle_cs,red_team_jungle_gold,red_team_mid,red_team_mid_kills,red_team_mid_deaths,red_team_mid_assists,red_team_mid_cs,red_team_mid_gold,red_team_bottom,red_team_bottom_kills,red_team_bottom_deaths,red_team_bottom_assists,red_team_bottom_cs,red_team_bottom_gold,red_team_support,red_team_support_kills,red_team_support_deaths,red_team_support_assists,red_team_support_cs,red_team_support_gold
22,late,RED,"['cloud', 'hextech', 'ocean']",54.6 K,1,1,9,17,fNb,2,2,11,200,10.5 K,Aegis,2,0,13,160,10.5 K,Envy,4,1,4,249,13.0 K,TitaN,8,1,8,252,12.9 K,frostyy,1,2,15,35,7.6 K,ITZ,['ocean'],44.4 K,0,0,1,6,Zzk,2,3,2,216,10.3 K,Yampi,0,1,3,162,8.2 K,NOsFerus,3,3,3,221,9.9 K,NinjaKiwi,1,5,1,232,10.0 K,Nia,0,5,3,43,6.0 K
23,late,ITZ,['elder'],70.3 K,0,0,4,18,Zzk,2,4,2,304,14.7 K,Yampi,2,6,11,177,12.6 K,NOsFerus,5,4,10,269,14.6 K,NinjaKiwi,9,4,8,356,19.5 K,Nia,0,10,14,33,8.9 K,RED,"['chemtech', 'chemtech', 'hextech', 'mountain']",77.7 K,2,2,8,28,fNb,3,3,12,230,13.8 K,Aegis,3,4,17,172,12.8 K,Envy,4,1,17,346,19.1 K,TitaN,18,4,7,407,22.4 K,frostyy,0,6,20,38,9.7 K
24,late,PNG,"['infernal', 'ocean']",41.2 K,0,1,4,6,Wizer,1,0,0,190,8.4 K,CarioK,1,0,3,147,7.7 K,dyNquedo,1,0,0,216,9.5 K,Bvoy,3,0,2,213,10.0 K,ProDelta,0,1,5,35,5.7 K,RED,['cloud'],34.5 K,0,0,3,1,fNb,0,0,0,190,8.1 K,Aegis,0,2,1,106,6.1 K,Envy,0,1,0,178,8.0 K,TitaN,0,1,1,188,7.3 K,frostyy,1,2,0,38,5.1 K
25,late,RED,"['chemtech', 'infernal', 'cloud', 'cloud']",68.1 K,1,1,9,20,fNb,3,1,11,234,13.3 K,Aegis,8,2,8,251,15.7 K,Envy,3,0,13,309,14.4 K,TitaN,5,2,8,332,15.9 K,frostyy,1,2,12,36,8.7 K,PNG,"['elder', 'cloud']",63.9 K,0,1,3,7,Wizer,2,4,2,300,15.2 K,CarioK,0,4,6,173,10.6 K,dyNquedo,1,3,3,304,13.4 K,Bvoy,2,4,2,361,15.8 K,ProDelta,2,5,4,41,8.9 K
26,late,PNG,['ocean'],47.9 K,0,0,0,2,Wizer,0,5,0,248,9.7 K,CarioK,0,4,2,149,8.5 K,dyNquedo,0,3,1,261,10.4 K,Bvoy,2,3,0,312,12.9 K,ProDelta,0,4,1,39,6.3 K,RED,"['infernal', 'infernal', 'infernal', 'cloud']",64.5 K,1,2,8,19,fNb,3,0,10,287,13.7 K,Aegis,2,1,13,147,11.0 K,Envy,8,0,7,271,16.0 K,TitaN,6,0,6,353,16.3 K,frostyy,0,1,9,36,7.5 K
27,late,RED,"['hextech', 'ocean']",46.6 K,0,1,3,3,fNb,2,1,1,221,10.3 K,Aegis,0,2,2,178,8.7 K,Envy,0,1,0,252,10.6 K,TitaN,1,1,1,293,11.3 K,frostyy,0,4,2,39,5.8 K,PNG,"['ocean', 'mountain']",46.9 K,0,0,2,9,Wizer,1,1,3,265,10.3 K,CarioK,3,1,6,138,8.4 K,dyNquedo,3,0,5,238,10.5 K,Bvoy,1,0,5,286,11.2 K,ProDelta,1,1,8,49,6.4 K
28,late,RED,['infernal'],51.0 K,0,0,5,8,fNb,1,5,5,206,10.1 K,Aegis,2,2,4,173,9.6 K,Envy,1,2,5,294,11.7 K,TitaN,3,5,3,293,12.8 K,frostyy,1,2,6,30,6.7 K,PNG,"['mountain', 'mountain', 'hextech']",58.7 K,1,1,8,16,Wizer,2,3,9,213,11.4 K,CarioK,2,1,8,185,11.2 K,dyNquedo,7,0,7,278,14.8 K,Bvoy,5,1,5,285,14.0 K,ProDelta,0,3,5,43,7.3 K
29,late,PNG,"['hextech', 'mountain', 'ocean']",49.4 K,0,0,1,4,Wizer,3,3,1,260,11.6 K,CarioK,1,2,1,155,9.0 K,dyNquedo,0,2,0,295,11.1 K,Bvoy,0,2,0,313,11.8 K,ProDelta,0,3,0,41,6.0 K,LLL,"['ocean', 'ocean']",59.2 K,1,1,9,12,Robo,4,4,1,299,15.0 K,Croc,2,0,7,183,10.4 K,tinowns,1,0,5,258,11.1 K,Route,5,0,3,334,15.1 K,Ceos,0,0,8,41,7.6 K
3,late,VKS,"['chemtech', 'cloud', 'cloud', 'cloud']",68.5 K,3,2,11,20,Guigo,7,2,6,277,16.3 K,Grell,1,0,15,227,13.0 K,Grevthar,3,0,6,239,12.4 K,Trigo,9,0,8,343,17.6 K,Damage,0,6,17,39,9.2 K,FX,['ocean'],56.8 K,0,0,4,8,Tay,1,3,3,306,13.8 K,Disamis,3,3,3,160,10.0 K,hauz,1,2,4,295,12.4 K,Brance,3,6,4,302,13.3 K,JoJo,0,6,6,41,7.2 K
30,late,LLL,[],28.5 K,0,0,3,7,Robo,1,1,2,125,6.1 K,Croc,3,0,0,81,5.7 K,tinowns,0,0,0,156,6.3 K,Route,3,0,1,135,6.8 K,Ceos,0,0,4,23,3.6 K,PNG,['cloud'],21.8 K,0,0,0,1,Wizer,0,3,1,114,4.5 K,CarioK,1,0,0,86,4.4 K,dyNquedo,0,0,0,145,5.1 K,Bvoy,0,3,0,121,4.6 K,ProDelta,0,1,0,28,3.2 K
31,late,LLL,[],56.2 K,0,0,4,8,Robo,0,8,4,223,10.7 K,Croc,2,6,6,136,9.5 K,tinowns,3,2,4,292,13.9 K,Route,3,4,2,354,15.0 K,Ceos,0,4,6,36,7.1 K,PNG,"['cloud', 'cloud', 'ocean', 'hextech']",68.3 K,4,2,11,24,Wizer,11,2,5,326,17.8 K,CarioK,1,1,16,193,11.4 K,dyNquedo,3,2,10,261,13.4 K,Bvoy,7,2,6,321,16.2 K,ProDelta,2,1,14,44,9.5 K
32,late,PNG,['mountain'],37.0 K,0,0,0,6,Wizer,1,3,3,181,7.7 K,CarioK,0,3,3,122,6.6 K,dyNquedo,2,2,1,210,8.4 K,Bvoy,3,3,2,214,9.4 K,ProDelta,0,5,4,30,5.0 K,LLL,"['infernal', 'hextech']",47.5 K,1,0,8,16,Robo,5,3,1,224,11.6 K,Croc,2,1,10,171,9.5 K,tinowns,3,0,6,216,9.6 K,Route,6,1,5,231,11.0 K,Ceos,0,1,11,28,5.8 K
4,late,VKS,['cloud'],40.8 K,0,0,2,5,Guigo,3,0,1,190,9.8 K,Grell,2,3,1,142,8.6 K,Grevthar,0,2,2,195,7.8 K,Trigo,0,1,2,260,9.4 K,Damage,0,2,1,38,5.2 K,FX,"['chemtech', 'infernal']",43.5 K,0,1,4,8,Tay,1,2,0,187,8.0 K,Disamis,2,1,4,154,8.6 K,hauz,2,1,3,233,10.6 K,Brance,3,0,3,245,10.6 K,JoJo,0,1,5,31,5.6 K
5,late,FX,"['cloud', 'mountain']",64.3 K,0,1,2,10,Tay,1,5,4,245,11.9 K,Disamis,1,5,8,210,11.7 K,hauz,4,2,5,305,15.8 K,Brance,4,3,4,351,16.9 K,JoJo,0,5,9,44,8.0 K,VKS,"['chemtech', 'chemtech', 'chemtech', 'chemtech']",70.2 K,2,1,9,20,Guigo,5,3,10,296,15.9 K,Grell,5,1,14,203,13.2 K,Grevthar,5,0,8,298,15.9 K,Trigo,5,4,9,362,16.5 K,Damage,0,2,14,46,8.8 K
6,late,PNG,"['cloud', 'ocean', 'ocean', 'ocean']",72.5 K,1,2,9,25,Wizer,6,1,10,269,16.6 K,CarioK,1,1,22,180,12.0 K,dyNquedo,7,4,9,241,14.3 K,Bvoy,10,3,12,393,19.8 K,ProDelta,1,2,22,30,9.8 K,ITZ,"['ocean', 'chemtech']",64.5 K,0,0,5,11,Zzk,4,6,4,316,15.2 K,Yampi,1,3,8,206,11.5 K,NOsFerus,5,5,2,286,14.8 K,NinjaKiwi,0,5,9,351,14.7 K,Nia,1,6,8,39,8.4 K
7,late,ITZ,"['infernal', 'cloud', 'cloud', 'cloud']",77.7 K,0,1,5,14,Zzk,6,1,4,404,19.8 K,Yampi,2,6,9,244,15.7 K,NOsFerus,1,5,7,305,13.9 K,NinjaKiwi,5,4,7,411,19.3 K,Nia,0,3,12,39,8.9 K,PNG,"['elder', 'hextech']",85.7 K,2,3,10,19,Wizer,3,3,7,402,19.5 K,CarioK,0,2,14,196,12.9 K,dyNquedo,8,1,4,366,20.2 K,Bvoy,7,4,5,441,22.0 K,ProDelta,1,4,12,47,11.0 K
8,late,ITZ,['infernal'],63.7 K,1,1,6,18,Zzk,2,7,11,230,12.2 K,Yampi,1,6,13,178,11.3 K,NOsFerus,10,6,7,229,14.8 K,NinjaKiwi,5,1,10,328,17.3 K,Nia,0,5,14,47,8.1 K,PNG,"['mountain', 'mountain', 'mountain', 'chemtech']",66.0 K,0,1,5,25,Wizer,4,5,12,291,14.1 K,CarioK,3,4,18,168,12.1 K,dyNquedo,4,2,14,272,13.7 K,Bvoy,12,3,9,279,17.1 K,ProDelta,2,4,19,41,9.0 K
9,late,RED,"['cloud', 'mountain', 'hextech', 'hextech']",66.4 K,1,2,10,23,fNb,4,1,12,238,14.1 K,Aegis,2,0,17,197,12.6 K,Envy,6,1,10,233,13.3 K,TitaN,9,2,9,322,16.5 K,frostyy,2,0,20,50,9.8 K,LLL,[],55.0 K,0,0,3,4,Robo,0,6,3,297,12.8 K,Croc,0,5,2,151,8.7 K,tinowns,4,5,0,275,13.5 K,Route,0,2,3,327,13.3 K,Ceos,0,5,4,40,6.7 K
1,mid,FX,['hextech'],36.8 K,0,0,2,7,Tay,4,3,1,164,8.4 K,Disamis,1,2,3,137,6.8 K,hauz,0,0,2,226,8.1 K,Brance,2,1,0,209,8.8 K,JoJo,0,2,3,28,4.7 K,VKS,"['ocean', 'mountain']",40.5 K,0,1,2,8,Guigo,3,4,1,179,9.7 K,Grell,1,2,5,135,7.9 K,Grevthar,1,1,2,188,7.9 K,Trigo,3,0,1,223,9.8 K,Damage,0,0,4,34,5.2 K
10,mid,LLL,[],36.2 K,0,0,3,9,Robo,1,1,3,171,7.3 K,Croc,2,2,3,124,7.5 K,tinowns,3,1,5,144,8.1 K,Route,3,3,5,177,8.7 K,Ceos,0,4,9,29,4.7 K,RED,"['mountain', 'hextech']",33.3 K,0,0,2,11,fNb,4,1,1,180,9.1 K,Aegis,2,2,6,102,6.8 K,Envy,5,0,4,130,7.2 K,TitaN,0,4,5,119,5.7 K,frostyy,0,2,6,32,4.5 K
11,mid,RED,"['chemtech', 'cloud']",39.9 K,0,0,3,8,fNb,1,0,3,197,8.9 K,Aegis,0,1,5,140,7.2 K,Envy,0,0,3,198,7.8 K,TitaN,4,1,2,232,10.1 K,frostyy,3,1,3,32,5.9 K,LLL,['infernal'],39.4 K,0,0,4,3,Robo,1,1,1,241,10.3 K,Croc,1,0,1,128,7.5 K,tinowns,0,4,0,209,8.3 K,Route,0,2,1,213,8.2 K,Ceos,1,1,1,26,5.1 K
12,mid,RED,"['ocean', 'cloud']",29.1 K,0,0,1,4,fNb,2,0,0,141,6.1 K,Aegis,0,0,2,94,5.2 K,Envy,0,0,3,153,5.9 K,TitaN,1,1,3,160,7.6 K,frostyy,1,0,3,28,4.3 K,LLL,[],26.6 K,0,0,0,1,Robo,0,1,0,148,5.6 K,Croc,0,0,0,91,4.8 K,tinowns,0,0,0,156,6.0 K,Route,1,0,0,165,6.5 K,Ceos,0,3,1,29,3.7 K
13,mid,VKS,"['cloud', 'infernal', 'chemtech']",36.5 K,0,0,2,12,Guigo,1,0,5,147,7.1 K,Grell,5,2,2,135,8.0 K,Grevthar,4,0,7,157,7.8 K,Trigo,2,0,6,184,9.0 K,Damage,0,2,9,27,4.6 K,ITZ,[],31.5 K,0,0,1,4,Zzk,1,4,1,148,6.3 K,Yampi,0,2,4,121,6.1 K,NOsFerus,1,1,3,191,7.1 K,NinjaKiwi,2,1,2,212,8.1 K,Nia,0,4,3,22,4.0 K
14,mid,ITZ,"['mountain', 'ocean', 'chemtech']",38.8 K,0,0,3,5,Zzk,2,1,1,178,8.1 K,Yampi,1,0,3,139,7.1 K,NOsFerus,1,1,3,181,8.3 K,NinjaKiwi,1,0,3,240,10.2 K,Nia,0,1,4,35,5.2 K,VKS,[],36.3 K,0,0,1,3,Guigo,1,2,0,170,7.4 K,Grell,0,1,2,117,6.7 K,Grevthar,0,0,1,216,7.9 K,Trigo,2,0,0,256,9.7 K,Damage,0,2,2,33,4.7 K
15,mid,ITZ,[],50.7 K,0,0,4,13,Zzk,4,3,6,214,10.8 K,Yampi,3,2,8,163,10.1 K,NOsFerus,4,4,6,216,10.4 K,NinjaKiwi,2,3,6,301,13.1 K,Nia,0,2,9,42,6.4 K,VKS,"['mountain', 'mountain', 'hextech', 'ocean']",50.7 K,0,1,3,14,Guigo,3,4,8,225,10.9 K,Grell,3,4,8,178,9.9 K,Grevthar,4,1,10,237,12.1 K,Trigo,4,1,7,249,11.4 K,Damage,0,3,11,36,6.5 K
16,mid,ITZ,"['ocean', 'hextech', 'cloud']",36.0 K,0,0,3,12,Zzk,4,0,5,152,8.1 K,Yampi,3,0,5,141,8.0 K,NOsFerus,3,1,3,149,7.1 K,NinjaKiwi,2,0,4,182,8.1 K,Nia,0,2,7,37,4.7 K,VKS,[],29.7 K,0,0,2,3,Guigo,1,3,2,112,5.9 K,Grell,0,2,3,89,5.5 K,Grevthar,2,3,1,165,7.4 K,Trigo,0,1,3,173,6.6 K,Damage,0,3,3,29,4.3 K
17,mid,PNG,[],17.4 K,0,0,0,3,Wizer,1,0,1,86,4.1 K,CarioK,0,0,3,73,3.5 K,dyNquedo,0,0,2,90,3.5 K,Bvoy,0,0,2,86,3.5 K,ProDelta,2,1,1,14,2.8 K,LLL,['chemtech'],16.1 K,0,0,0,1,Robo,0,0,1,85,3.6 K,Croc,0,1,0,63,3.2 K,tinowns,1,0,0,88,3.7 K,Route,0,0,1,90,3.4 K,Ceos,0,2,1,13,2.1 K
18,mid,PNG,[],20.3 K,0,0,0,0,Wizer,0,0,0,123,4.4 K,CarioK,0,0,0,79,4.0 K,dyNquedo,0,0,0,127,4.5 K,Bvoy,0,0,0,122,4.4 K,ProDelta,0,1,0,27,3.0 K,LLL,['cloud'],21.9 K,0,0,0,1,Robo,0,0,0,113,4.4 K,Croc,0,0,0,92,4.1 K,tinowns,0,0,0,132,5.2 K,Route,0,0,1,129,4.9 K,Ceos,1,0,0,27,3.3 K
19,mid,LLL,[],17.4 K,0,0,0,4,Robo,1,0,3,95,4.6 K,Croc,3,0,1,65,4.5 K,tinowns,0,0,0,89,3.1 K,Route,0,0,0,75,3.0 K,Ceos,0,0,0,16,2.1 K,PNG,['chemtech'],15.3 K,0,0,0,0,Wizer,0,3,0,61,2.8 K,CarioK,0,1,0,61,2.9 K,dyNquedo,0,0,0,83,3.2 K,Bvoy,0,0,0,95,3.9 K,ProDelta,0,0,0,16,2.4 K
2,mid,VKS,[],26.3 K,0,0,1,3,Guigo,0,1,0,141,5.6 K,Grell,1,2,2,86,5.1 K,Grevthar,2,1,1,141,6.0 K,Trigo,0,0,2,145,5.7 K,Damage,0,1,3,26,3.9 K,FX,"['cloud', 'hextech']",25.7 K,0,0,0,5,Tay,0,0,3,129,5.1 K,Disamis,0,1,4,93,4.7 K,hauz,1,1,2,126,5.1 K,Brance,2,0,3,156,6.8 K,JoJo,2,1,3,23,4.1 K
20,mid,RED,['mountain'],45.1 K,0,1,5,25,fNb,3,0,2,149,8.3 K,Aegis,4,1,13,128,9.4 K,Envy,5,1,12,143,9.2 K,TitaN,10,1,9,174,11.1 K,frostyy,3,0,19,32,7.1 K,ITZ,"['ocean', 'chemtech']",33.4 K,0,0,1,3,Zzk,0,5,0,150,6.5 K,Yampi,0,4,3,145,6.6 K,NOsFerus,2,2,1,191,8.2 K,NinjaKiwi,1,3,2,186,7.5 K,Nia,0,11,3,37,4.6 K
21,mid,ITZ,[],21.2 K,0,0,0,3,Zzk,1,1,0,108,4.7 K,Yampi,0,2,1,88,4.1 K,NOsFerus,0,1,1,105,4.0 K,NinjaKiwi,2,1,0,121,5.3 K,Nia,0,1,2,25,3.1 K,RED,"['infernal', 'cloud']",20.4 K,0,0,0,6,fNb,0,1,2,92,3.8 K,Aegis,0,1,6,69,3.9 K,Envy,3,0,2,108,5.0 K,TitaN,2,1,2,113,4.7 K,frostyy,1,0,4,21,3.0 K
22,mid,RED,"['cloud', 'hextech']",37.6 K,0,0,2,9,fNb,2,2,3,157,7.6 K,Aegis,2,0,6,136,7.9 K,Envy,3,0,3,199,8.9 K,TitaN,2,1,6,189,8.0 K,frostyy,0,2,8,30,5.2 K,ITZ,['ocean'],35.1 K,0,0,1,5,Zzk,1,1,2,176,7.7 K,Yampi,0,0,3,130,6.4 K,NOsFerus,3,2,2,178,8.0 K,NinjaKiwi,1,3,1,192,8.1 K,Nia,0,3,3,39,4.9 K
23,mid,ITZ,[],45.6 K,0,0,4,11,Zzk,1,1,0,209,9.2 K,Yampi,1,3,7,122,8.3 K,NOsFerus,3,1,5,207,9.5 K,NinjaKiwi,6,1,4,247,12.8 K,Nia,0,5,8,26,5.8 K,RED,"['chemtech', 'chemtech', 'hextech', 'mountain']",45.1 K,0,1,3,11,fNb,0,3,4,177,7.8 K,Aegis,1,1,4,139,7.9 K,Envy,0,0,7,220,10.5 K,TitaN,10,3,0,244,12.9 K,frostyy,0,4,6,30,6.0 K
24,mid,PNG,"['infernal', 'ocean']",39.8 K,0,1,3,5,Wizer,1,0,0,190,8.3 K,CarioK,0,0,3,147,7.3 K,dyNquedo,1,0,0,214,8.8 K,Bvoy,3,0,1,209,9.8 K,ProDelta,0,1,4,35,5.6 K,RED,['cloud'],34.4 K,0,0,3,1,fNb,0,0,0,190,8.1 K,Aegis,0,1,1,106,6.1 K,Envy,0,1,0,176,7.9 K,TitaN,0,1,1,188,7.3 K,frostyy,1,2,0,38,5.1 K
25,mid,RED,"['chemtech', 'infernal', 'cloud']",46.9 K,0,1,3,15,fNb,2,1,9,169,9.4 K,Aegis,6,2,7,182,10.8 K,Envy,2,0,11,232,10.0 K,TitaN,4,1,5,244,10.6 K,frostyy,1,1,9,31,6.1 K,PNG,['cloud'],42.5 K,0,0,2,5,Wizer,1,3,2,236,10.3 K,CarioK,0,3,4,141,7.3 K,dyNquedo,1,2,1,235,9.2 K,Bvoy,2,3,1,243,10.1 K,ProDelta,1,4,3,34,5.7 K
26,mid,PNG,['ocean'],35.4 K,0,0,0,1,Wizer,0,3,0,201,7.3 K,CarioK,0,3,1,117,6.4 K,dyNquedo,0,1,0,217,8.0 K,Bvoy,1,1,0,217,8.8 K,ProDelta,0,2,0,35,4.8 K,RED,"['infernal', 'cloud']",44.5 K,0,1,3,10,fNb,2,0,5,237,9.9 K,Aegis,2,0,7,117,7.9 K,Envy,4,0,4,203,10.6 K,TitaN,2,0,4,239,10.7 K,frostyy,0,1,6,33,5.5 K
27,mid,RED,"['hextech', 'ocean']",46.6 K,0,1,3,3,fNb,2,1,1,221,10.3 K,Aegis,0,2,2,178,8.7 K,Envy,0,1,0,252,10.6 K,TitaN,1,1,1,293,11.3 K,frostyy,0,4,2,39,5.8 K,PNG,"['ocean', 'mountain']",46.9 K,0,0,2,9,Wizer,1,1,3,265,10.3 K,CarioK,3,1,6,138,8.4 K,dyNquedo,3,0,5,238,10.5 K,Bvoy,1,0,5,286,11.2 K,ProDelta,1,1,8,49,6.4 K
28,mid,RED,[],16.9 K,0,0,0,2,fNb,0,0,1,84,3.5 K,Aegis,1,0,1,65,3.5 K,Envy,0,0,2,95,3.6 K,TitaN,1,1,0,100,4.0 K,frostyy,0,0,2,16,2.3 K,PNG,['hextech'],16.8 K,0,0,0,1,Wizer,0,0,0,90,3.8 K,CarioK,0,1,0,74,3.5 K,dyNquedo,0,0,0,93,3.4 K,Bvoy,1,0,0,93,3.8 K,ProDelta,0,1,0,20,2.3 K
29,mid,PNG,"['hextech', 'mountain', 'ocean']",34.8 K,0,0,1,4,Wizer,3,1,1,184,8.4 K,CarioK,1,0,1,130,7.0 K,dyNquedo,0,0,0,206,7.4 K,Bvoy,0,0,0,196,7.5 K,ProDelta,0,1,0,37,4.4 K,LLL,[],35.5 K,0,0,2,2,Robo,0,4,1,188,8.0 K,Croc,1,0,1,145,6.8 K,tinowns,1,0,0,205,7.4 K,Route,0,0,1,239,8.7 K,Ceos,0,0,1,33,4.5 K
3,mid,VKS,"['chemtech', 'cloud']",44.4 K,0,1,5,7,Guigo,1,1,4,203,10.1 K,Grell,0,0,6,150,8.2 K,Grevthar,2,0,2,192,8.8 K,Trigo,4,0,3,240,11.1 K,Damage,0,2,7,32,6.0 K,FX,['ocean'],39.0 K,0,0,3,3,Tay,0,1,2,217,9.2 K,Disamis,1,1,2,133,7.2 K,hauz,0,0,0,204,8.0 K,Brance,2,3,1,227,9.5 K,JoJo,0,2,3,36,5.1 K
30,mid,LLL,[],28.4 K,0,0,3,7,Robo,1,1,2,124,6.1 K,Croc,3,0,0,79,5.6 K,tinowns,0,0,0,156,6.2 K,Route,3,0,1,135,6.8 K,Ceos,0,0,4,23,3.6 K,PNG,['cloud'],21.6 K,0,0,0,1,Wizer,0,3,1,113,4.4 K,CarioK,1,0,0,84,4.3 K,dyNquedo,0,0,0,145,5.1 K,Bvoy,0,3,0,121,4.6 K,ProDelta,0,1,0,28,3.2 K
31,mid,LLL,[],27.8 K,0,0,0,4,Robo,0,5,2,126,5.4 K,Croc,1,3,3,97,5.5 K,tinowns,2,0,2,166,6.8 K,Route,1,1,0,162,6.3 K,Ceos,0,3,2,28,3.9 K,PNG,"['ocean', 'hextech']",31.6 K,0,0,0,12,Wizer,7,1,1,152,8.2 K,CarioK,0,1,5,108,5.4 K,dyNquedo,0,1,3,150,5.9 K,Bvoy,4,1,0,168,7.6 K,ProDelta,1,0,3,30,4.4 K
32,mid,PNG,['mountain'],32.8 K,0,0,0,6,Wizer,1,3,3,154,6.7 K,CarioK,0,3,3,115,6.0 K,dyNquedo,2,2,1,177,7.3 K,Bvoy,3,2,2,186,8.3 K,ProDelta,0,4,4,30,4.5 K,LLL,['hextech'],41.4 K,0,0,5,14,Robo,4,3,1,186,9.8 K,Croc,2,1,8,157,8.6 K,tinowns,3,0,5,199,8.6 K,Route,5,1,4,206,9.6 K,Ceos,0,1,9,26,4.9 K
4,mid,VKS,[],23.8 K,0,0,0,2,Guigo,1,0,0,124,5.8 K,Grell,1,2,0,81,4.8 K,Grevthar,0,1,1,127,4.8 K,Trigo,0,0,0,149,5.3 K,Damage,0,0,1,25,3.1 K,FX,"['chemtech', 'infernal']",22.3 K,0,0,0,3,Tay,1,1,0,105,4.4 K,Disamis,0,1,2,95,4.5 K,hauz,1,0,2,125,4.9 K,Brance,1,0,0,143,5.3 K,JoJo,0,0,1,24,3.2 K
5,mid,FX,"['cloud', 'mountain']",38.7 K,0,0,2,5,Tay,1,2,1,178,7.9 K,Disamis,0,3,5,140,7.2 K,hauz,2,0,3,213,9.5 K,Brance,2,2,3,218,9.1 K,JoJo,0,2,5,36,5.1 K,VKS,['chemtech'],41.2 K,0,0,3,9,Guigo,3,2,3,200,9.6 K,Grell,2,0,7,158,8.3 K,Grevthar,2,0,3,202,9.0 K,Trigo,2,2,4,218,9.0 K,Damage,0,1,6,37,5.4 K
6,mid,PNG,"['cloud', 'ocean']",44.6 K,0,0,3,14,Wizer,3,0,5,179,9.6 K,CarioK,1,0,12,140,8.0 K,dyNquedo,4,3,5,189,9.4 K,Bvoy,6,2,5,254,11.7 K,ProDelta,0,0,14,25,5.9 K,ITZ,['chemtech'],42.1 K,0,0,3,5,Zzk,2,4,1,211,9.2 K,Yampi,0,2,5,140,7.3 K,NOsFerus,2,2,1,215,9.6 K,NinjaKiwi,0,2,4,257,10.0 K,Nia,1,4,3,29,5.8 K
7,mid,ITZ,['infernal'],29.1 K,0,0,1,4,Zzk,2,0,0,157,7.1 K,Yampi,0,2,3,107,6.0 K,NOsFerus,1,2,2,140,5.8 K,NinjaKiwi,1,2,1,142,6.5 K,Nia,0,0,3,31,3.8 K,PNG,['hextech'],29.8 K,0,0,2,6,Wizer,1,2,1,140,5.7 K,CarioK,0,0,4,98,5.1 K,dyNquedo,3,0,0,156,7.6 K,Bvoy,1,0,2,161,7.2 K,ProDelta,1,2,3,28,4.2 K
8,mid,ITZ,['infernal'],39.4 K,0,0,3,8,Zzk,1,3,4,169,7.4 K,Yampi,1,2,7,134,7.8 K,NOsFerus,4,1,4,180,9.0 K,NinjaKiwi,2,0,3,214,10.2 K,Nia,0,3,6,34,5.0 K,PNG,"['mountain', 'chemtech']",38.5 K,0,0,2,9,Wizer,3,2,2,193,8.8 K,CarioK,0,3,6,114,6.6 K,dyNquedo,3,0,4,207,8.9 K,Bvoy,3,1,4,186,9.1 K,ProDelta,0,2,7,31,5.2 K
9,mid,RED,"['cloud', 'mountain']",40.5 K,0,0,3,12,fNb,1,0,6,171,8.4 K,Aegis,1,0,7,138,7.9 K,Envy,4,0,4,187,8.7 K,TitaN,5,1,3,212,9.7 K,frostyy,1,0,10,34,5.7 K,LLL,[],35.2 K,0,0,1,1,Robo,0,3,1,225,8.4 K,Croc,0,2,1,117,6.1 K,tinowns,1,3,0,207,8.2 K,Route,0,1,1,205,8.2 K,Ceos,0,3,1,28,4.4 K
